eBird.English.Name.2022,eBird.English.Name.2023,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,Onepercent.Estimates
Gray-crowned Prinia,Gray-crowned Prinia,High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,Yes,Indian Subcontinent,Grassland & Scrub,Resident,NA,NA,NA,Grey-crowned Prinia,Prinia cinereocapilla,
Rufous-fronted Prinia,Rufous-fronted Prinia,High,Strong Decline,Strong Decline,Large,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Grassland & Scrub,Resident,NA,NA,NA,Rufous-fronted Prinia,Prinia buchanani,
Rufescent Prinia,Rufescent Prinia,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident,1,NA,NA,Rufescent Prinia,Prinia rufescens,
Gray-breasted Prinia,Gray-breasted Prinia,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Grey-breasted Prinia,Prinia hodgsonii,
Delicate Prinia,Delicate Prinia,Low,Data Deficient,Moderate Increase,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland,Resident,NA,NA,NA,Delicate Prinia,Prinia lepida,
Jungle Prinia,Jungle Prinia,Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Forest,Resident,NA,NA,NA,Jungle Prinia,Prinia sylvatica,
Yellow-bellied Prinia,Yellow-bellied Prinia,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,NA,NA,NA,Yellow-bellied Prinia,Prinia flaviventris,
Ashy Prinia,Ashy Prinia,Low,Strong Increase,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Non-specialized,Resident,NA,NA,NA,Ashy Prinia,Prinia socialis,
Plain Prinia,Plain Prinia,Low,Strong Increase,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Plain Prinia,Prinia inornata,
Zitting Cisticola,Zitting Cisticola,Low,Stable,Moderate Decline,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Resident,NA,NA,NA,Zitting Cisticola,Cisticola juncidis,
Golden-headed Cisticola,Golden-headed Cisticola,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland,Resident,1,NA,NA,Golden-headed Cisticola,Cisticola exilis,
Thick-billed Warbler,Thick-billed Warbler,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,NA,NA,Thick-billed Warbler,Arundinax aedon,
Booted Warbler,Booted Warbler,Low,Uncertain,Uncertain,Large,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Booted Warbler,Iduna caligata,
Sykes's Warbler,Sykes's Warbler,,,,,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Sykes's Warbler,Iduna rama,
Black-browed Reed Warbler,Black-browed Reed Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Black-browed Reed Warbler,Acrocephalus bistrigiceps,
Moustached Warbler,Moustached Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Moustached Warbler,Acrocephalus melanopogon,
Sedge Warbler,Sedge Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,NA,NA,Sedge Warbler,Acrocephalus schoenobaenus,
Paddyfield Warbler,Paddyfield Warbler,Low,Uncertain,Uncertain,Large,Diurnal,No information,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Paddyfield Warbler,Acrocephalus agricola,
Blunt-winged Warbler,Blunt-winged Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Blunt-winged Warbler,Acrocephalus concinens,
Blyth's Reed Warbler,Blyth's Reed Warbler,Low,Uncertain,Uncertain,Very Large,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,NA,NA,Blyth's Reed Warbler,Acrocephalus dumetorum,
Large-billed Reed Warbler,Large-billed Reed Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Uncertain,NA,1,NA,Large-billed Reed Warbler,Acrocephalus orinus,
Great Reed Warbler,Great Reed Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Uncertain,NA,NA,NA,Great Reed Warbler,Acrocephalus arundinaceus,
Oriental Reed Warbler,Oriental Reed Warbler,NA,NA,NA,NA,24 hour,Diurnal,,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Oriental Reed Warbler,Acrocephalus orientalis,
Clamorous Reed Warbler,Clamorous Reed Warbler,Low,Uncertain,Uncertain,Large,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident & Winter Migrant,NA,NA,NA,Clamorous Reed Warbler,Acrocephalus stentoreus,
Pallas's Grasshopper Warbler,Pallas's Grasshopper Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,1,NA,NA,Rusty-rumped Warbler,Helopsaltes certhiola,
Lanceolated Warbler,Lanceolated Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Lanceolated Warbler,Locustella lanceolata,
Brown Bush Warbler,Brown Bush Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Summer Migrant,NA,NA,NA,Brown Bush Warbler,Locustella luteoventris,
Common Grasshopper Warbler,Common Grasshopper Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant,NA,1,NA,Grasshopper Warbler,Locustella naevia,
Long-billed Bush Warbler,Long-billed Bush Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Summer Migrant,1,NA,NA,Long-billed Bush Warbler,Locustella major,
Chinese Bush Warbler,Chinese Bush Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Uncertain,NA,1,NA,Chinese Bush Warbler,Locustella tacsanowskia,
Baikal Bush Warbler,Baikal Bush Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Baikal Bush Warbler,Locustella davidi,
West Himalayan Bush Warbler,West Himalayan Bush Warbler,High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Western Himalayas,Grassland & Scrub,Within-India Migrant,NA,NA,NA,West Himalayan Bush Warbler,Locustella kashmirensis,
Spotted Bush Warbler,Spotted Bush Warbler,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland,Local Migrant & Winter Migrant,NA,NA,NA,Spotted Bush Warbler,Locustella thoracica,
Russet Bush Warbler,Russet Bush Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Summer Migrant & Localized Winter Migrant,NA,NA,NA,Russet Bush Warbler,Locustella mandelli,
Broad-tailed Grassbird,Broad-tailed Grassbird,High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,Yes,Yes,No,Western Ghats,Grassland & Scrub,Resident & Local Migrant,NA,NA,NA,Broad-tailed Grassbird,Schoenicola platyurus,
Bristled Grassbird,Bristled Grassbird,High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Wetland,Within-India Migrant,NA,NA,NA,Bristled Grassbird,Schoenicola striatus,
Striated Grassbird,Striated Grassbird,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,NA,NA,NA,Striated Grassbird,Megalurus palustris,
Scaly-breasted Cupwing,Scaly-breasted Cupwing,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Scaly-breasted Wren Babbler,Pnoepyga albiventer,
Immaculate Cupwing,Immaculate Cupwing,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Nepal Wren Babbler,Pnoepyga immaculata,
Pygmy Cupwing,Pygmy Cupwing,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Pygmy Wren Babbler,Pnoepyga pusilla,
Gray-throated Martin,Gray-throated Martin,Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,NA,NA,NA,Grey-throated Martin,Riparia chinensis,
Bank Swallow,Bank Swallow,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Sand Martin,Riparia riparia,
Pale Sand Martin,Pale Martin,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident & Winter Migrant,NA,NA,NA,Pale Martin,Riparia diluta,
Eurasian Crag-Martin,Eurasian Crag-Martin,Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Summer Migrant & Winter Migrant,NA,NA,NA,Eurasian Crag Martin,Ptyonoprogne rupestris,
Dusky Crag-Martin,Dusky Crag-Martin,Low,Stable,Strong Increase,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Dusky Crag Martin,Ptyonoprogne concolor,
Barn Swallow,Barn Swallow,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant & Winter Migrant,NA,NA,NA,Barn Swallow,Hirundo rustica,
Wire-tailed Swallow,Wire-tailed Swallow,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Wire-tailed Swallow,Hirundo smithii,
Hill Swallow,Hill Swallow,Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Western Ghats & Sri Lanka,Non-specialized,Resident,NA,NA,NA,Hill Swallow,Hirundo domicola,
Pacific Swallow,Pacific Swallow,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,1,Pacific Swallow,Hirundo tahitica,
Red-rumped Swallow,Red-rumped Swallow,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Winter Migrant,NA,NA,NA,Red-rumped Swallow,Cecropis daurica,
Striated Swallow,Striated Swallow,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Striated Swallow,Cecropis striolata,
Streak-throated Swallow,Streak-throated Swallow,Low,Stable,Strong Increase,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Local Migrant,NA,NA,NA,Streak-throated Swallow,Petrochelidon fluvicola,
Common House-Martin,Western House-Martin,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Northern House Martin,Delichon urbicum,
Asian House-Martin,Asian House-Martin,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,1,NA,NA,Asian House Martin,Delichon dasypus,
Nepal House-Martin,Nepal House-Martin,Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Nepal House Martin,Delichon nipalense,
Gray-headed Bulbul,Gray-headed Bulbul,Moderate,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest,Resident,NA,NA,NA,Grey-headed Bulbul,Brachypodius priocephalus,
Black-headed Bulbul,Black-headed Bulbul,NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Black-headed Bulbul,Brachypodius melanocephalos,
Andaman Bulbul,Andaman Bulbul,Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Andaman Islands,Forest,Resident,NA,NA,1,Andaman Bulbul,Brachypodius fuscoflavescens,
Black-crested Bulbul,Black-crested Bulbul,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Black-crested Bulbul,Rubigula flaviventris,
Flame-throated Bulbul,Flame-throated Bulbul,Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest,Resident,NA,NA,NA,Flame-throated Bulbul,Rubigula gularis,
Crested Finchbill,Crested Finchbill,NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident,1,NA,NA,Crested Finchbill,Spizixos canifrons,
Striated Bulbul,Striated Bulbul,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Striated Bulbul,Alcurus striatus,
Red-vented Bulbul,Red-vented Bulbul,Low,Stable,Stable,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Red-vented Bulbul,Pycnonotus cafer,
Red-whiskered Bulbul,Red-whiskered Bulbul,Low,Uncertain,Uncertain,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Red-whiskered Bulbul,Pycnonotus jocosus,
White-eared Bulbul,White-eared Bulbul,Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,White-eared Bulbul,Pycnonotus leucotis,
Himalayan Bulbul,Himalayan Bulbul,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,Yes,Himalayas,Non-specialized,Local Migrant,NA,NA,NA,Himalayan Bulbul,Pycnonotus leucogenys,
Yellow-throated Bulbul,Yellow-throated Bulbul,Moderate,Data Deficient,Moderate Decline,Moderate,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Southern Deccan Plateau,Forest,Resident,NA,NA,NA,Yellow-throated Bulbul,Pycnonotus xantholaemus,
Flavescent Bulbul,Flavescent Bulbul,NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,1,NA,NA,Flavescent Bulbul,Pycnonotus flavescens,
White-browed Bulbul,White-browed Bulbul,Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Forest & Plantation,Resident,NA,NA,NA,White-browed Bulbul,Pycnonotus luteolus,
White-throated Bulbul,White-throated Bulbul,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,White-throated Bulbul,Alophoixus flaveolus,
Gray-eyed Bulbul,Gray-eyed Bulbul,NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident,NA,1,NA,Grey-eyed Bulbul,Iole propinqua,
Cachar Bulbul,Cachar Bulbul,High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Omnivore,No,No,No,Northern Myanmar Lowlands,Forest,Resident,NA,NA,NA,Cachar Bulbul,Iole cacharensis,
Yellow-browed Bulbul,Yellow-browed Bulbul,Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,Yes,No,Western Ghats & Sri Lanka,Forest & Plantation,Resident,NA,NA,NA,Yellow-browed Bulbul,Acritillas indica,
Black Bulbul,Black Bulbul,Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Black Bulbul,Hypsipetes leucocephalus,
Square-tailed Bulbul,Square-tailed Bulbul,Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Western Ghats & Sri Lanka,Forest & Plantation,Local Migrant,NA,NA,NA,Square-tailed Bulbul,Hypsipetes ganeesa,
Nicobar Bulbul,Nicobar Bulbul,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Nicobar Islands,Forest & Plantation,Resident,NA,NA,1,Nicobar Bulbul,Ixos nicobariensis,
Ashy Bulbul,Ashy Bulbul,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Ashy Bulbul,Hemixos flavala,
Mountain Bulbul,Mountain Bulbul,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,Mountain Bulbul,Ixos mcclellandii,
Wood Warbler,Wood Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Wood Warbler,Phylloscopus sibilatrix,
Ashy-throated Warbler,Ashy-throated Warbler,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Ashy-throated Warbler,Phylloscopus maculipennis,
Buff-barred Warbler,Buff-barred Warbler,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Buff-barred Warbler,Phylloscopus pulcher,
Yellow-browed Warbler,Yellow-browed Warbler,Moderate,Data Deficient,Strong Decline,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Yellow-browed Warbler,Phylloscopus inornatus,
Hume's Warbler,Hume's Warbler,Low,Uncertain,Strong Increase,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Hume's Warbler,Phylloscopus humei,
Brooks's Leaf Warbler,Brooks's Leaf Warbler,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,1,NA,NA,Brooks's Leaf Warbler,Phylloscopus subviridis,
Chinese Leaf Warbler,Chinese Leaf Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Chinese Leaf Warbler,Phylloscopus yunnanensis,
Pallas's Leaf Warbler,Pallas's Leaf Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Uncertain,NA,NA,NA,Pallas's Leaf Warbler,Phylloscopus proregulus,
Lemon-rumped Warbler,Lemon-rumped Warbler,Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Lemon-rumped Warbler,Phylloscopus chloronotus,
Sichuan Leaf Warbler,Sichuan Leaf Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Sichuan Leaf Warbler,Phylloscopus forresti,
Tytler's Leaf Warbler,Tytler's Leaf Warbler,High,Data Deficient,Uncertain,Very Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Within-India Migrant,1,NA,NA,Tytler's Leaf Warbler,Phylloscopus tytleri,
Sulphur-bellied Warbler,Sulphur-bellied Warbler,Moderate,Uncertain,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant,NA,NA,NA,Sulphur-bellied Warbler,Phylloscopus griseolus,
Tickell's Leaf Warbler,Tickell's Leaf Warbler,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant & Winter Migrant,NA,NA,NA,Tickell's Leaf Warbler,Phylloscopus affinis,
Dusky Warbler,Dusky Warbler,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Dusky Warbler,Phylloscopus fuscatus,
Smoky Warbler,Smoky Warbler,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Smoky Warbler,Phylloscopus fuligiventer,
Plain Leaf Warbler,Plain Leaf Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant,NA,NA,NA,Plain Leaf Warbler,Phylloscopus neglectus,
Buff-throated Warbler,Buff-throated Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Buff-throated Warbler,Phylloscopus subaffinis,
Willow Warbler,Willow Warbler,NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Willow Warbler,Phylloscopus trochilus,
Mountain Chiffchaff,Mountain Chiffchaff,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Local Migrant,NA,NA,NA,Mountain Chiffchaff,Phylloscopus sindianus,
Common Chiffchaff,Common Chiffchaff,Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,NA,NA,Common Chiffchaff,Phylloscopus collybita,
White-spectacled Warbler,White-spectacled Warbler,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,White-spectacled Warbler,Phylloscopus intermedius,
Gray-cheeked Warbler,Gray-cheeked Warbler,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Grey-cheeked Warbler,Phylloscopus poliogenys,
Green-crowned Warbler,Green-crowned Warbler,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Summer Migrant & Localized Winter Migrant,1,NA,NA,Green-crowned Warbler,Phylloscopus burkii,
Gray-crowned Warbler,Gray-crowned Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Summer Migrant,NA,NA,NA,Grey-crowned Warbler,Phylloscopus tephrocephalus,
Whistler's Warbler,Whistler's Warbler,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Local Migrant,NA,NA,NA,Whistler's Warbler,Phylloscopus whistleri,
Green Warbler,Green Warbler,,,,,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Green Warbler,Phylloscopus nitidus,
Greenish Warbler,Greenish Warbler,Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Greenish Warbler,Phylloscopus trochiloides,
Two-barred Warbler,Two-barred Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Uncertain,NA,1,NA,Two-barred Warbler,Phylloscopus plumbeitarsus,
Large-billed Leaf Warbler,Large-billed Leaf Warbler,Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Within-India Migrant & Winter Migrant,NA,NA,NA,Large-billed Leaf Warbler,Phylloscopus magnirostris,
Pale-legged Leaf Warbler,Pale-legged Leaf Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Uncertain,NA,1,NA,Pale-legged Leaf Warbler,Phylloscopus tenellipes,
Sakhalin Leaf Warbler,Sakhalin Leaf Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Sakhalin Leaf Warbler,Phylloscopus borealoides,
Arctic Warbler,Arctic Warbler,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Arctic Warbler,Phylloscopus borealis,
Chestnut-crowned Warbler,Chestnut-crowned Warbler,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Chestnut-crowned Warbler,Phylloscopus castaniceps,
